prop_name,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region,district,facility_count,has_pool,has_gym,additional_facility_count,near_rail,has_ac,cooking_allowed,has_internet,rent
"The Park 2, Pavilion Bukit Jalil",Service Residence,3.0,1.0,2.0,750.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Bukit Jalil,13,1,1,5,1,1,1,1,3200.0
THE FENNEL AT SENTUL EAST,Condominium,3.0,2.0,3.0,1237.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Sentul,13,1,1,5,1,1,1,1,2400.0
Pearl Suria,Condominium,3.0,2.0,2.0,1150.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Old Klang Road,11,1,1,4,1,1,1,0,2600.0
Residensi Vista Wirajaya,Apartment,3.0,1.0,2.0,885.0,2,"Multipurpose hall, Playground, Swimming Pool, Security, Lift, Minimart","Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Setapak,6,1,0,3,1,0,1,0,1800.0
Sri Kinabalu,Condominium,4.0,1.0,3.0,1900.0,1,"Swimming Pool, Playground, Security, Lift, Tennis Court","Cooking Allowed, Air-Cond",Kuala Lumpur,Wangsa Maju,5,1,0,2,0,1,1,0,1800.0
Pavilion Hilltop @ Mont Kiara,Condominium,3.0,2.0,2.0,1200.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Mont Kiara,13,1,1,5,1,1,1,1,4700.0
Residensi Wangsamas,Apartment,3.0,1.0,2.0,800.0,1,Multipurpose hall,"Air-Cond, Near KTM/LRT",Kuala Lumpur,Wangsa Maju,1,0,0,2,1,1,0,0,1550.0
Vista Amani,Condominium,4.0,1.0,2.0,1101.0,1,"Swimming Pool, Minimart, Gymnasium, Playground, Security",Air-Cond,Kuala Lumpur,Cheras,5,1,1,1,0,1,0,0,1600.0
Mawar Sari,Apartment,3.0,1.0,2.0,950.0,1,"Minimart, Playground, Security",,Kuala Lumpur,Keramat,3,0,0,1,0,0,0,0,1500.0
D'Suria Condominium,Condominium,4.0,2.0,3.0,1264.0,1,"Security, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Ampang,2,1,0,4,1,1,1,0,2400.0
Mentari Condominium,Condominium,3.0,1.0,2.0,1025.0,2,"Gymnasium, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,4,1,1,4,1,1,1,0,1700.0
Kenari Court,Apartment,3.0,0.0,2.0,850.0,1,"Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Ampang,2,0,0,3,1,1,1,0,1200.0
The Park Sky Residence @ Bukit Jalil City,Condominium,3.0,0.0,3.0,1300.0,2,"Security, Multipurpose hall, Playground, Swimming Pool",Washing Machine,Kuala Lumpur,Bukit Jalil,4,1,0,1,0,0,0,0,3700.0
Inwood Residences @ Pantai Sentral Park,Condominium,4.0,2.0,2.0,1235.0,2,"Security, Swimming Pool, Playground, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed",Kuala Lumpur,Pantai,5,1,1,2,0,1,1,0,4000.0
Pangsapuri Teratak Muhibbah 2,Apartment,3.0,0.0,2.0,657.0,1,"Minimart, Lift, Jogging Track, Playground","Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Taman Desa,4,0,0,2,1,0,1,0,950.0
PPA1M Bukit Jalil,Apartment,4.0,1.0,2.0,1434.0,2,"Security, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Bukit Jalil,3,0,0,4,1,1,1,0,1950.0
M Centura,Service Residence,3.0,1.0,2.0,850.0,2,"Security, Lift, Playground, Swimming Pool, Gymnasium, Multipurpose hall","Air-Cond, Washing Machine, Near KTM/LRT",Kuala Lumpur,Sentul,6,1,1,3,1,1,0,0,2500.0
Majestic Maxim,Service Residence,2.0,2.0,2.0,650.0,0,"Gymnasium, Jogging Track, Lift, Barbeque area, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Cheras,7,1,1,3,1,1,1,0,1400.0
The Leafz,Service Residence,2.0,2.0,2.0,1025.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Sungai Besi,5,1,1,4,1,1,1,0,2200.0
38 Bidara,Condominium,2.0,0.0,2.0,706.0,2,"Minimart, Gymnasium, Club house, Security, Sauna, Barbeque area, Playground, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,KLCC,9,1,1,3,0,1,1,0,2100.0
The Era,Condominium,2.0,2.0,2.0,900.0,2,"Playground, Security, Swimming Pool, Gymnasium, Sauna, Lift, Multipurpose hall, Club house, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Segambut,9,1,1,4,1,1,1,0,2450.0
Majestic Maxim,Service Residence,2.0,1.0,2.0,655.0,1,"Jogging Track, Barbeque area, Playground, Swimming Pool, Gymnasium, Security, Lift",,Kuala Lumpur,Cheras,7,1,1,1,0,0,0,0,1000.0
Desa Tun Razak,Apartment,2.0,1.0,1.0,700.0,1,"Security, Lift, Playground, Minimart, Barbeque area, Jogging Track","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur,Cheras,6,0,0,3,1,1,1,0,750.0
Sri Jelatek Condominium,Condominium,3.0,1.0,2.0,1100.0,0,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed",Kuala Lumpur,Wangsa Maju,7,1,0,2,0,1,1,0,1400.0
Taman Connaught,Condominium,3.0,1.0,2.0,819.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,9,1,1,3,1,1,1,0,1700.0
Riverville Residences,Condominium,3.0,0.0,3.0,2100.0,2,"Playground, Barbeque area, Multipurpose hall, Security, Swimming Pool, Gymnasium, Jogging Track, Club house, Minimart, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Old Klang Road,10,1,1,3,0,1,1,0,2600.0
Bukit Pandan 2,Condominium,2.0,0.0,2.0,1124.0,2,"Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet",Kuala Lumpur,Cheras,7,1,0,5,1,1,1,1,1400.0
PPA1M Bukit Jalil,Apartment,4.0,1.0,2.0,1450.0,2,,,Kuala Lumpur,Bukit Jalil,0,0,0,1,0,0,0,0,1700.0
The Colony by Infinitum,Service Residence,1.0,1.0,1.0,450.0,1,"Multipurpose hall, Club house, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,KL City,11,1,1,4,1,1,1,0,1900.0
The Birch,Service Residence,2.0,0.0,1.0,650.0,1,"Multipurpose hall, Barbeque area, Playground, Swimming Pool, Gymnasium, Security, Jogging Track",,Kuala Lumpur,Jalan Ipoh,7,1,1,1,0,0,0,0,1800.0
Residensi Gurneymas,Apartment,3.0,1.0,2.0,850.0,1,"Security, Lift, Playground, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Keramat,5,0,0,2,1,0,1,0,1400.0
Flat Taman Melati,Flat,2.0,1.0,1.0,580.0,0,Playground,"Air-Cond, Near KTM/LRT",Kuala Lumpur,Setapak,1,0,0,2,1,1,0,0,950.0
Taman Segar,Flat,3.0,1.0,2.0,650.0,0,,,Kuala Lumpur,Cheras,0,0,0,1,0,0,0,0,730.0
Residensi Pandanmas 2,Apartment,3.0,1.0,2.0,950.0,2,"Swimming Pool, Gymnasium, Security, Minimart, Playground, Jogging Track",,Kuala Lumpur,Desa Pandan,6,1,1,1,0,0,0,0,1700.0
Connaught Avenue,Service Residence,3.0,1.0,2.0,950.0,1,"Swimming Pool, Security, Playground",,Kuala Lumpur,Cheras,3,1,0,1,0,0,0,0,1500.0
Sri Mutiara,Apartment,2.0,1.0,2.0,900.0,2,"Security, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,KL City,2,1,0,3,0,1,1,0,1300.0
Anjung Hijau,Condominium,3.0,1.0,2.0,1150.0,2,"Playground, Barbeque area, Minimart, Jogging Track, Security",,Kuala Lumpur,Bukit Jalil,5,0,0,1,0,0,0,0,1800.0
Sri Ledang,Condominium,4.0,1.0,2.0,1200.0,1,"Playground, Security, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Internet",Kuala Lumpur,Wangsa Maju,4,1,0,3,0,1,1,1,1600.0
"Fera Residence @ The Quartz, Wangsa Maju",Service Residence,3.0,0.0,2.0,688.0,1,Swimming Pool,,Kuala Lumpur,Wangsa Maju,1,1,0,1,0,0,0,0,1700.0
Unio Residence,Apartment,2.0,1.0,2.0,866.0,1,"Minimart, Playground, Lift, Barbeque area, Multipurpose hall, Swimming Pool, Gymnasium, Security, Tennis Court, Jogging Track, Sauna, Club house","Internet, Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Kepong,12,1,1,5,1,1,1,1,1700.0
Desa Satu,Apartment,3.0,0.0,1.0,780.0,1,Swimming Pool,,Kuala Lumpur,Kepong,1,1,0,1,0,0,0,0,1000.0
Majestic Maxim,Service Residence,2.0,1.0,2.0,680.0,1,"Playground, Barbeque area, Swimming Pool, Jogging Track, Lift, Security, Gymnasium",,Kuala Lumpur,Cheras,7,1,1,1,0,0,0,0,1500.0
Majestic Maxim,Service Residence,3.0,1.0,2.0,780.0,0,"Playground, Jogging Track, Security, Lift, Barbeque area, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur,Cheras,7,1,1,4,1,1,1,1,900.0
Chymes @ Gurney,Condominium,2.0,2.0,2.0,995.0,2,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Gymnasium, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Keramat,9,1,1,5,1,1,1,1,2600.0
Bayu Andaman,Apartment,3.0,0.0,2.0,1000.0,1,"Minimart, Playground, Lift, Security, Swimming Pool, Gymnasium","Near KTM/LRT, Washing Machine, Cooking Allowed",Kuala Lumpur,Sentul,6,1,1,3,1,0,1,0,1700.0
"Fera Residence @ The Quartz, Wangsa Maju",Service Residence,3.0,2.0,2.0,827.0,2,"Swimming Pool, Security, Lift, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Wangsa Maju,8,1,1,3,0,1,1,0,2800.0
KL Traders Square Residences,Service Residence,4.0,2.0,2.0,1049.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Barbeque area, Squash Court, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Gombak,12,1,1,3,0,1,1,0,2200.0
Setia SKY Residences,Condominium,1.0,2.0,1.0,990.0,2,"Minimart, Security, Playground, Swimming Pool, Barbeque area, Gymnasium, Club house","Air-Cond, Washing Machine, Near KTM/LRT",Kuala Lumpur,KLCC,7,1,1,3,1,1,0,0,2900.0
Dahlia Apartment (Ampang),Apartment,3.0,1.0,2.0,782.0,1,"Club house, Minimart, Gymnasium, Tennis Court, Squash Court, Barbeque area, Security, Playground, Swimming Pool",,Kuala Lumpur,Ampang,9,1,1,1,0,0,0,0,1100.0
Cendana Apartment,Apartment,3.0,1.0,2.0,670.0,1,"Gymnasium, Minimart, Security, Playground, Lift, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,6,0,1,2,1,0,1,0,900.0
Majestic Maxim,Service Residence,2.0,2.0,2.0,650.0,0,"Gymnasium, Jogging Track, Lift, Barbeque area, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Cheras,7,1,1,3,1,1,1,0,1400.0
Majestic Maxim,Service Residence,2.0,2.0,2.0,650.0,0,"Gymnasium, Jogging Track, Lift, Barbeque area, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Cheras,7,1,1,3,1,1,1,0,1300.0
Majestic Maxim,Service Residence,2.0,2.0,2.0,650.0,0,"Gymnasium, Jogging Track, Lift, Barbeque area, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Cheras,7,1,1,3,1,1,1,0,1400.0
Aliran Damai Apartments,Apartment,3.0,0.0,2.0,700.0,1,,,Kuala Lumpur,Cheras,0,0,0,1,0,0,0,0,650.0
Menara Duta 2,Condominium,4.0,1.0,3.0,1400.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Segambut,7,1,1,3,0,1,1,0,1800.0
M Centura,Service Residence,3.0,0.0,2.0,850.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Sentul,13,1,1,5,1,1,1,1,1400.0
M Centura,Service Residence,3.0,1.0,2.0,850.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Sentul,13,1,1,5,1,1,1,1,1500.0
Legasi Kampong Bharu,Apartment,3.0,1.0,2.0,950.0,2,"Lift, Security, Tennis Court, Playground, Squash Court, Jogging Track, Swimming Pool, Gymnasium, Minimart","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur,KL City,9,1,1,3,1,1,1,0,3200.0
Unio Residence,Apartment,2.0,1.0,2.0,866.0,1,"Minimart, Playground, Lift, Barbeque area, Multipurpose hall, Swimming Pool, Gymnasium, Security, Tennis Court, Jogging Track, Sauna, Club house","Internet, Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Kepong,12,1,1,5,1,1,1,1,1700.0
Tuan Residency,Service Residence,3.0,1.0,2.0,900.0,1,,,Kuala Lumpur,Jalan Kuching,0,0,0,1,0,0,0,0,1350.0
Pangsapuri Cemara (Cheras),Apartment,3.0,1.0,2.0,750.0,0,"Swimming Pool, Minimart, Security",,Kuala Lumpur,Cheras,3,1,0,1,0,0,0,0,1200.0
Delima J Apartment,Apartment,3.0,0.0,2.0,1000.0,2,"Security, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Desa Pandan,3,0,0,4,1,1,1,0,1400.0
Majestic Maxim,Service Residence,2.0,1.0,2.0,650.0,1,"Playground, Gymnasium, Barbeque area, Swimming Pool, Jogging Track, Lift, Security, Multipurpose hall, Minimart, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Cheras,10,1,1,3,0,1,1,0,1600.0
Majestic Maxim,Service Residence,2.0,1.0,2.0,650.0,1,"Swimming Pool, Gymnasium, Playground, Lift, Security, Barbeque area, Jogging Track, Multipurpose hall, Minimart, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Cheras,10,1,1,3,0,1,1,0,1500.0
Residensi Pandanmas 2,Apartment,3.0,1.0,2.0,900.0,2,"Jogging Track, Security, Gymnasium, Playground, Swimming Pool, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond",Kuala Lumpur,Desa Pandan,6,1,1,4,1,1,1,0,1700.0
Unio Residence,Apartment,2.0,1.0,2.0,866.0,1,"Minimart, Playground, Lift, Barbeque area, Multipurpose hall, Swimming Pool, Gymnasium, Security, Tennis Court, Jogging Track, Sauna, Club house","Internet, Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Kepong,12,1,1,5,1,1,1,1,1650.0
Putra Ria Apartment,Apartment,2.0,0.0,3.0,650.0,1,"Minimart, Security, Playground, Squash Court, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Bangsar,5,0,0,2,1,0,1,0,1400.0
Residensi Puchongmas,Condominium,3.0,1.0,2.0,900.0,2,"Gymnasium, Swimming Pool, Multipurpose hall, Security",,Kuala Lumpur,Puchong,4,1,1,1,0,0,0,0,1400.0
"Fera Residence @ The Quartz, Wangsa Maju",Service Residence,3.0,2.0,2.0,856.0,2,Swimming Pool,"Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet",Kuala Lumpur,Wangsa Maju,1,1,0,5,1,1,1,1,2800.0
Sentul Village,Condominium,3.0,1.0,2.0,950.0,1,,,Kuala Lumpur,Sentul,0,0,0,1,0,0,0,0,1450.0
Residensi Wangsamas,Apartment,3.0,1.0,2.0,800.0,1,,,Kuala Lumpur,Wangsa Maju,0,0,0,1,0,0,0,0,1450.0
M Centura,Service Residence,2.0,1.0,1.0,700.0,1,,,Kuala Lumpur,Sentul,0,0,0,1,0,0,0,0,1250.0
Arena Green,Condominium,3.0,0.0,2.0,200.0,1,"Minimart, Security, Playground, Lift","Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Bukit Jalil,4,0,0,4,1,0,1,1,580.0
TR Residence,Service Residence,1.0,1.0,1.0,635.0,2,"Security, Gymnasium, Jogging Track, Playground, Barbeque area, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Titiwangsa,7,1,1,4,1,1,1,0,1800.0
TR Residence,Service Residence,1.0,1.0,1.0,635.0,2,"Security, Gymnasium, Jogging Track, Playground, Barbeque area, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Titiwangsa,7,1,1,4,1,1,1,0,1800.0
TR Residence,Service Residence,1.0,1.0,1.0,635.0,2,"Security, Gymnasium, Jogging Track, Playground, Barbeque area, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Titiwangsa,7,1,1,4,1,1,1,0,1800.0
The Holmes 2,Condominium,3.0,2.0,2.0,1106.0,1,"Swimming Pool, Gymnasium, Sauna, Security, Multipurpose hall, Jogging Track, Playground, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Cheras,8,1,1,3,0,1,1,0,1700.0
M Centura,Service Residence,3.0,2.0,2.0,850.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Sentul,6,1,1,3,1,1,1,0,1800.0
Sri Kenangan,Condominium,4.0,1.0,2.0,1250.0,1,"Swimming Pool, Security, Barbeque area, Playground, Multipurpose hall, Jogging Track, Gymnasium","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur,Wangsa Maju,7,1,1,3,1,1,1,0,1500.0
Warisan City View,Condominium,3.0,0.0,2.0,910.0,2,"Minimart, Swimming Pool, Security, Playground, Jogging Track, Lift, Gymnasium","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,7,1,1,5,1,1,1,1,700.0
J.dupion,Condominium,3.0,2.0,2.0,1125.0,2,"Lift, Security, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Jogging Track, Minimart","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Kuala Lumpur,Cheras,9,1,1,4,1,1,1,0,3099.0
Platinum OUG Residence,Condominium,3.0,1.0,2.0,1200.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Kuchai Lama,13,1,1,4,1,1,1,0,1799.0
UBN Tower,Condominium,1.0,1.0,1.0,720.0,2,"Sauna, Tennis Court, Security, Swimming Pool, Squash Court, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,KLCC,6,1,1,4,1,1,1,0,2100.0
Ativo Suites @ Damansara Avenue,Service Residence,1.0,1.0,1.0,750.0,1,"Security, Swimming Pool, Playground, Gymnasium, Jogging Track, Barbeque area, Lift, Sauna, Minimart, Club house, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Sri Damansara,11,1,1,4,1,1,1,0,1800.0
Menara Avenue,Condominium,3.0,1.0,2.0,1681.0,2,"Gymnasium, Barbeque area, Swimming Pool, Security, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,KLCC,5,1,1,3,0,1,1,0,3500.0
Sri Kenangan,Condominium,4.0,1.0,2.0,1259.0,1,"Security, Lift, Swimming Pool, Playground, Tennis Court","Air-Cond, Cooking Allowed",Kuala Lumpur,Wangsa Maju,5,1,0,2,0,1,1,0,1600.0
Rampai Court,Apartment,2.0,1.0,1.0,600.0,1,"Barbeque area, Security, Playground","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Wangsa Maju,3,0,0,2,1,0,1,0,950.0
Anggun Residences,Service Residence,2.0,1.0,2.0,976.0,2,"Playground, Gymnasium, Security, Lift, Swimming Pool, Minimart, Barbeque area, Multipurpose hall, Sauna, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,KL City,10,1,1,4,1,1,1,0,3700.0
Lavile,Service Residence,1.0,0.0,1.0,250.0,2,"Swimming Pool, Multipurpose hall, Security, Gymnasium, Barbeque area, Lift, Playground, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Cheras,8,1,1,5,1,1,1,1,1250.0
Residensi Seri Wahyu @ Jalan Kuching KL,Apartment,3.0,1.0,2.0,800.0,1,"Gymnasium, Lift, Security, Playground, Swimming Pool, Jogging Track, Minimart, Squash Court",,Kuala Lumpur,KL City,8,1,1,1,0,0,0,0,1200.0
Legasi Kampong Bharu,Apartment,3.0,1.0,2.0,950.0,2,"Tennis Court, Lift, Jogging Track, Security, Swimming Pool, Squash Court, Minimart, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,KL City,9,1,1,4,1,1,1,0,3200.0
"D'Sand Residence, Old Klang Road, KL Eco City",Condominium,3.0,2.0,2.0,1084.0,2,"Security, Lift, Swimming Pool, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine",Kuala Lumpur,Old Klang Road,11,1,1,4,1,1,1,0,2200.0
UNA Serviced Apartment @ Peel,Service Residence,3.0,2.0,2.0,1055.0,2,"Swimming Pool, Playground, Gymnasium, Lift, Security, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,7,1,1,4,1,1,1,0,3299.0
PV9 Residences @ Taman Melati,Service Residence,4.0,1.0,2.0,850.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Setapak,13,1,1,5,1,1,1,1,650.0
Inspirasi Mont Kiara,Condominium,3.0,2.0,2.0,1015.0,2,"Security, Lift, Playground, Swimming Pool, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Mont Kiara,7,1,1,3,0,1,1,0,2700.0
Sentul Village Mercury Service Apartment,Service Residence,3.0,1.0,2.0,1100.0,2,"Club house, Security, Gymnasium, Squash Court, Multipurpose hall, Minimart, Jogging Track, Playground, Lift, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Sentul,11,1,1,3,0,1,1,0,1750.0
Majestic Maxim,Service Residence,2.0,2.0,2.0,650.0,0,"Gymnasium, Jogging Track, Lift, Barbeque area, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT",Kuala Lumpur,Cheras,7,1,1,2,1,1,0,0,1400.0
Seasons Garden Residences @ Wangsa Maju,Apartment,3.0,1.0,2.0,770.0,1,"Barbeque area, Swimming Pool, Multipurpose hall, Security, Playground, Gymnasium, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur,Wangsa Maju,7,1,1,2,0,1,1,0,1400.0
Continew Condominium,Condominium,1.0,1.0,1.0,550.0,2,"Security, Lift, Swimming Pool, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,KL City,8,1,1,5,1,1,1,1,2200.0
Casa Ria (Cheras),Condominium,3.0,1.0,2.0,1100.0,1,"Jogging Track, Security, Swimming Pool, Playground",,Kuala Lumpur,Cheras,4,1,0,1,0,0,0,0,1300.0
Platinum OUG Residence,Condominium,3.0,1.0,2.0,850.0,1,"Playground, Gymnasium, Security, Lift",,Kuala Lumpur,Kuchai Lama,4,0,1,1,0,0,0,0,1200.0
Bam Villa,Condominium,2.0,1.0,2.0,971.0,1,"Barbeque area, Sauna, Playground, Swimming Pool, Gymnasium, Security, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur,Cheras,9,1,1,2,0,1,1,0,1350.0
THE FENNEL AT SENTUL EAST,Condominium,3.0,2.0,3.0,1250.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Sentul,11,1,1,4,1,1,1,0,3100.0
